[2024-12-14 18:09:01] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-14 18:09:01] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-14 18:09:02] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-14 18:09:02] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-14 18:09:02] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-14 18:09:02] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-14 18:09:03] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741\
[2024-12-14 18:09:03] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost:8080/dawipayan.wp/
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dad9f1e-GEGfnd.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:30] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.js
[2024-12-14 18:09:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 636
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dadca20-p6U3dz.tmp
[2024-12-14 18:09:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.js?simply_static_page=1667
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.js?simply_static_page=1667
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:103] Filesize: 319194 bytes
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-notifications.js
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dadca20-p6U3dz.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor-notifications.js
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:30] [class-ss-page.php:119] Checking Content Identical:f095a19edee70294d2a09d5590b3c7522d2c111b===. Value: FALSE
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-12-14 18:09:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 636
[2024-12-14 18:09:30] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9daee0cf-kufXPB.tmp
[2024-12-14 18:09:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.min.js?simply_static_page=1668
[2024-12-14 18:09:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.min.js?simply_static_page=1668
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 92319 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9daee0cf-kufXPB.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:1a56a4b7faf8d34371667fd91c8eb0d5ace75276===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9db09543-0JujTw.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt?simply_static_page=1669
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt?simply_static_page=1669
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 249 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9db09543-0JujTw.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:57b7b2d716676aa5266ccdc1abd15b99bc557b74===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9db0d008-qA5jmt.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.js?simply_static_page=1670
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.js?simply_static_page=1670
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 3145788 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9db0d008-qA5jmt.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:cc272e805de09f9aca5efa5a5e61b507afc3e457===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9db6f07a-8W1Z52.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=1671
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=1671
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 1279333 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9db6f07a-8W1Z52.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:f6cee9ea1274117afda40071e344c72d4ce6905a===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dba97fa-8p7MQ3.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=1672
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=1672
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 338 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dba97fa-8p7MQ3.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:7fd573799b7e9131ab95e8f72946d1e94d82a650===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbad69b-yNwClp.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.js?simply_static_page=1673
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.js?simply_static_page=1673
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 188045 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbad69b-yNwClp.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:bce9ea2706be2da8d7547781815f809e1351952d===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbbb4e4-WCH33x.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js?simply_static_page=1674
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js?simply_static_page=1674
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 48712 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbbb4e4-WCH33x.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:06a9612e6f6be0081b41d8b642dac915d2a51a77===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbc6ce9-a6BUVM.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt?simply_static_page=1675
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt?simply_static_page=1675
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbc6ce9-a6BUVM.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:9b9d34dd0196ed775c1d3f21717c27e5dcb4df3a===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbca999-Bqr8Xh.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=1676
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=1676
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 19705 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbca999-Bqr8Xh.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:b957286e8793f61c13a8a03c21a5494f02a8aaba===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbd2646-hfOat7.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=1677
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=1677
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 7532 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbd2646-hfOat7.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:49c1863f082cae6879143549e288ca3bd55d763d===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbdc329-OftSEI.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js?simply_static_page=1678
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js?simply_static_page=1678
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 16339 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbdc329-OftSEI.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:8abc890b98514cab49734f27bf528a7ba7321074===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 636
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9dbe3814-osYaSb.tmp
[2024-12-14 18:09:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js?simply_static_page=1679
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js?simply_static_page=1679
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:103] Filesize: 68007 bytes
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-12-14 18:09:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9dbe3814-osYaSb.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:31] [class-ss-page.php:119] Checking Content Identical:f12364095292bff610091bb3dcc3a4033ec1b159===. Value: FALSE
[2024-12-14 18:09:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-12-14 18:09:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 636
